PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21508853","Association between citalopram serum levels and clinical improvement of patients with major depression","Ostad Haji E, Tadić A, Wagner S, Dragicevic A, Müller MJ, Boland K, Rao ML, Fric M, Laux G, Hiemke C.","J Clin Psychopharmacol. 2011 Jun;31(3):281-6. doi: 10.1097/JCP.0b013e318218f503.","Ostad Haji E","J Clin Psychopharmacol","2011","2011/04/22","","","10.1097/JCP.0b013e318218f503"
"21852989","Epigenetic changes of serotonin transporter in the patients with alcohol dependence: methylation of an serotonin transporter promoter CpG island","Park BY, Lee BC, Jung KH, Jung MH, Park BL, Chai YG, Choi IG.","Psychiatry Investig. 2011 Jun;8(2):130-3. doi: 10.4306/pi.2011.8.2.130. Epub 2010 Oct 25.","Park BY","Psychiatry Investig","2011","2011/08/20","PMC3149107","","10.4306/pi.2011.8.2.130"
"21704153","Altered expression of neuronal tryptophan hydroxylase-2 mRNA in the dorsal and median raphe nuclei of three genetically modified mouse models relevant to depression and anxiety","Jahanshahi A, Le Maitre E, Temel Y, Lanfumey L, Hamon M, Lesch KP, Tordera RM, Del Río J, Aso E, Maldonado R, Hökfelt T, Steinbusch HW.","J Chem Neuroanat. 2011 Jul;41(4):227-33. doi: 10.1016/j.jchemneu.2011.05.015. Epub 2011 Jun 15.","Jahanshahi A","J Chem Neuroanat","2011","2011/06/28","","","10.1016/j.jchemneu.2011.05.015"
"21129431","Animal models of depression and anxiety: What do they tell us about human condition?","Neumann ID, Wegener G, Homberg JR, Cohen H, Slattery DA, Zohar J, Olivier JD, Mathé AA.","Prog Neuropsychopharmacol Biol Psychiatry. 2011 Aug 1;35(6):1357-75. doi: 10.1016/j.pnpbp.2010.11.028. Epub 2010 Dec 1.","Neumann ID","Prog Neuropsychopharmacol Biol Psychiatry","2011","2010/12/07","","","10.1016/j.pnpbp.2010.11.028"
"22832606","Simultaneous genotyping of multiple polymorphisms in human serotonin transporter gene and detection of novel allelic variants","Avula R, Rand A, Black JL, O'Kane DJ.","Transl Psychiatry. 2011 Aug 16;1(8):e32. doi: 10.1038/tp.2011.34.","Avula R","Transl Psychiatry","2011","2012/07/27","PMC3309506","","10.1038/tp.2011.34"
"21549766","Serotonin transporter genotype x construction stress interaction in rats","Schipper P, Nonkes LJ, Karel P, Kiliaan AJ, Homberg JR.","Behav Brain Res. 2011 Sep 30;223(1):169-75. doi: 10.1016/j.bbr.2011.04.037. Epub 2011 Apr 27.","Schipper P","Behav Brain Res","2011","2011/05/10","","","10.1016/j.bbr.2011.04.037"
"21723276","5-HT(1A) receptor sensitivity in 5-HT(1B) receptor KO mice is unaffected by chronic fluvoxamine treatment","Vinkers CH, Groenink L, Pattij T, Olivier B, Bouwknecht JA.","Eur J Pharmacol. 2011 Sep 30;667(1-3):250-7. doi: 10.1016/j.ejphar.2011.06.018. Epub 2011 Jun 25.","Vinkers CH","Eur J Pharmacol","2011","2011/07/05","","","10.1016/j.ejphar.2011.06.018"
"21750580","Presynaptic 5-HT1A is related to 5-HTT receptor density in the human brain","Bose SK, Mehta MA, Selvaraj S, Howes OD, Hinz R, Rabiner EA, Grasby PM, Turkheimer FE, Murthy V.","Neuropsychopharmacology. 2011 Oct;36(11):2258-65. doi: 10.1038/npp.2011.113. Epub 2011 Jul 13.","Bose SK","Neuropsychopharmacology","2011","2011/07/14","PMC3176562","","10.1038/npp.2011.113"
"22014438","Serotonin receptor 3A polymorphism c.-42C > T is associated with severe dyspepsia","Mujakovic S, ter Linde JJ, de Wit NJ, van Marrewijk CJ, Fransen GA, Onland-Moret NC, Laheij RJ, Muris JW, Grobbee DE, Samsom M, Jansen JB, Knottnerus A, Numans ME.","BMC Med Genet. 2011 Oct 20;12:140. doi: 10.1186/1471-2350-12-140.","Mujakovic S","BMC Med Genet","2011","2011/10/22","PMC3213216","","10.1186/1471-2350-12-140"
"22021682","Serotonin transporter polymorphism in major depressive disorder (MDD), psychiatric disorders, and in MDD in response to stressful life events: causes and treatment with antidepressant","Daniele A, Divella R, Paradiso A, Mattioli V, Romito F, Giotta F, Casamassima P, Quaranta M.","In Vivo. 2011 Nov-Dec;25(6):895-901.","Daniele A","In Vivo","2011","2011/10/25","","",""
"22049417","Chronic 5-HT transporter blockade reduces DA signaling to elicit basal ganglia dysfunction","Morelli E, Moore H, Rebello TJ, Gray N, Steele K, Esposito E, Gingrich JA, Ansorge MS.","J Neurosci. 2011 Nov 2;31(44):15742-50. doi: 10.1523/JNEUROSCI.2989-11.2011.","Morelli E","J Neurosci","2011","2011/11/04","PMC3758550","","10.1523/JNEUROSCI.2989-11.2011"
"21855859","Reduced amygdala serotonin transporter binding in posttraumatic stress disorder","Murrough JW, Huang Y, Hu J, Henry S, Williams W, Gallezot JD, Bailey CR, Krystal JH, Carson RE, Neumeister A.","Biol Psychiatry. 2011 Dec 1;70(11):1033-8. doi: 10.1016/j.biopsych.2011.07.003.","Murrough JW","Biol Psychiatry","2011","2011/08/23","PMC3207037","NIHMS312371","10.1016/j.biopsych.2011.07.003"
"21997575","Postpartum depressive symptoms and the BDNF Val66Met functional polymorphism: effect of season of delivery","Comasco E, Sylvén SM, Papadopoulos FC, Oreland L, Sundström-Poromaa I, Skalkidou A.","Arch Womens Ment Health. 2011 Dec;14(6):453-63. doi: 10.1007/s00737-011-0239-x. Epub 2011 Oct 14.","Comasco E","Arch Womens Ment Health","2011","2011/10/15","","","10.1007/s00737-011-0239-x"
"21740920","Stress-induced activation of the brainstem Bcl-xL gene expression in rats treated with fluoxetine: correlations with serotonin metabolism and depressive-like behavior","Shishkina GT, Kalinina TS, Berezova IV, Dygalo NN.","Neuropharmacology. 2012 Jan;62(1):177-83. doi: 10.1016/j.neuropharm.2011.06.016. Epub 2011 Jun 29.","Shishkina GT","Neuropharmacology","2012","2011/07/12","","","10.1016/j.neuropharm.2011.06.016"
"21864549","Establishing a learned-helplessness effect paradigm in C57BL/6 mice: behavioural evidence for emotional, motivational and cognitive effects of aversive uncontrollability per se","Pryce CR, Azzinnari D, Sigrist H, Gschwind T, Lesch KP, Seifritz E.","Neuropharmacology. 2012 Jan;62(1):358-72. doi: 10.1016/j.neuropharm.2011.08.012. Epub 2011 Aug 16.","Pryce CR","Neuropharmacology","2012","2011/08/26","","","10.1016/j.neuropharm.2011.08.012"
"21930303","Perfectionism dimensions in major postpartum depression","Gelabert E, Subirà S, García-Esteve L, Navarro P, Plaza A, Cuyàs E, Navinés R, Gratacòs M, Valdés M, Martín-Santos R.","J Affect Disord. 2012 Jan;136(1-2):17-25. doi: 10.1016/j.jad.2011.08.030. Epub 2011 Sep 17.","Gelabert E","J Affect Disord","2012","2011/09/21","","","10.1016/j.jad.2011.08.030"
"21982504","Stressful life events and the serotonin transporter gene (5-HTT) in recurrent clinical depression","Fisher HL, Cohen-Woods S, Hosang GM, Uher R, Powell-Smith G, Keers R, Tropeano M, Korszun A, Jones L, Jones I, Owen M, Craddock N, Craig IW, Farmer AE, McGuffin P.","J Affect Disord. 2012 Jan;136(1-2):189-193. doi: 10.1016/j.jad.2011.09.016. Epub 2011 Oct 6.","Fisher HL","J Affect Disord","2012","2011/10/11","PMC3272366","UKMS40375","10.1016/j.jad.2011.09.016"
"22210241","Serotonergic and BDNF genes associated with depression 1 week and 1 year after mastectomy for breast cancer","Kim JM, Kim SW, Stewart R, Kim SY, Shin IS, Park MH, Yoon JH, Lee JS, Park SW, Kim YH, Yoon JS.","Psychosom Med. 2012 Jan;74(1):8-15. doi: 10.1097/PSY.0b013e318241530c. Epub 2011 Dec 30.","Kim JM","Psychosom Med","2012","2012/01/03","","","10.1097/PSY.0b013e318241530c"
"22247094","The contribution of BDNF and 5-HTT polymorphisms and early life stress to the heterogeneity of major depressive disorder: a preliminary study","Quinn CR, Dobson-Stone C, Outhred T, Harris A, Kemp AH.","Aust N Z J Psychiatry. 2012 Jan;46(1):55-63. doi: 10.1177/0004867411430878.","Quinn CR","Aust N Z J Psychiatry","2012","2012/01/17","","","10.1177/0004867411430878"
"22331694","Mouse models of the 5-HTTLPR × stress risk factor for depression","Carola V, Gross C.","Curr Top Behav Neurosci. 2012;12:59-72. doi: 10.1007/7854_2011_190.","Carola V","Curr Top Behav Neurosci","2012","2012/02/15","","","10.1007/7854_2011_190"
"22911682","Serotonin transporter gene (SLC6A4) variations are associated with poor survival in colorectal cancer patients","Savas S, Hyde A, Stuckless SN, Parfrey P, Younghusband HB, Green R.","PLoS One. 2012;7(7):e38953. doi: 10.1371/journal.pone.0038953. Epub 2012 Jul 24.","Savas S","PLoS One","2012","2012/08/23","PMC3404081","","10.1371/journal.pone.0038953"
"23112822","Clinical pharmacology of 3,4-methylenedioxymethamphetamine (MDMA, ""ecstasy""): the influence of gender and genetics (CYP2D6, COMT, 5-HTT)","Pardo-Lozano R, Farré M, Yubero-Lahoz S, O'Mathúna B, Torrens M, Mustata C, Pérez-Mañá C, Langohr K, Cuyàs E, Carbó Ml, de la Torre R.","PLoS One. 2012;7(10):e47599. doi: 10.1371/journal.pone.0047599. Epub 2012 Oct 24.","Pardo-Lozano R","PLoS One","2012","2012/11/01","PMC3480420","","10.1371/journal.pone.0047599"
"23226060","Association of the 5-HTT gene-linked promoter region (5-HTTLPR) polymorphism with psychiatric disorders: review of psychopathology and pharmacotherapy","Kenna GA, Roder-Hanna N, Leggio L, Zywiak WH, Clifford J, Edwards S, Kenna JA, Shoaff J, Swift RM.","Pharmgenomics Pers Med. 2012;5:19-35. doi: 10.2147/PGPM.S23462. Epub 2012 Jan 13.","Kenna GA","Pharmgenomics Pers Med","2012","2012/12/11","PMC3513226","","10.2147/PGPM.S23462"
"22014446","Serotonergic and BDNF genes and risk of depression after stroke","Kim JM, Stewart R, Bae KY, Kim SW, Kang HJ, Shin IS, Kim JT, Park MS, Kim MK, Park SW, Kim YH, Kim JK, Cho KH, Yoon JS.","J Affect Disord. 2012 Feb;136(3):833-40. doi: 10.1016/j.jad.2011.09.029. Epub 2011 Oct 20.","Kim JM","J Affect Disord","2012","2011/10/22","","","10.1016/j.jad.2011.09.029"
"22218074","Neuroimaging markers of cellular function in major depressive disorder: implications for therapeutics, personalized medicine, and prevention","Meyer JH.","Clin Pharmacol Ther. 2012 Feb;91(2):201-14. doi: 10.1038/clpt.2011.285. Epub 2012 Jan 4.","Meyer JH","Clin Pharmacol Ther","2012","2012/01/06","","","10.1038/clpt.2011.285"
"21996278","Genetic epistasis between the brain-derived neurotrophic factor Val66Met polymorphism and the 5-HTT promoter polymorphism moderates the susceptibility to depressive disorders after childhood abuse","Grabe HJ, Schwahn C, Mahler J, Appel K, Schulz A, Spitzer C, Fenske K, Barnow S, Freyberger HJ, Teumer A, Petersmann A, Biffar R, Rosskopf D, John U, Völzke H.","Prog Neuropsychopharmacol Biol Psychiatry. 2012 Mar 30;36(2):264-70. doi: 10.1016/j.pnpbp.2011.09.010. Epub 2011 Oct 2.","Grabe HJ","Prog Neuropsychopharmacol Biol Psychiatry","2012","2011/10/15","","","10.1016/j.pnpbp.2011.09.010"
"22888631","[Implication of 5-HT2A receptors in the genetic mechanisms of the brain 5-HT system autoregulation]","Naumenko VS, Tsybko AS, Bazovkina DV, Popova NK.","Mol Biol (Mosk). 2012 May-Jun;46(3):416-22.","Naumenko VS","Mol Biol (Mosk)","2012","2012/08/15","","",""
"21898401","Glycogen synthase kinase-3β is critical for interferon-α-induced serotonin uptake in human Jurkat T cells","Tsao CW, Lin CF, Wu HT, Ma CT, Huang WC, Hsieh CY, Choi PC, Young KC.","J Cell Physiol. 2012 Jun;227(6):2556-66. doi: 10.1002/jcp.22994.","Tsao CW","J Cell Physiol","2012","2011/09/08","","","10.1002/jcp.22994"
"22520017","Suicide ideators and attempters with schizophrenia--the role of 5-HTTLPR, rs25531, and 5-HTT VNTR Intron 2 variants","Božina N, Jovanović N, Podlesek A, Rojnić Kuzman M, Kudumija Slijepčević M, Roguljić A, Dimitrović A, Božina T, Lovrić J, Ljubić H, Medved V.","J Psychiatr Res. 2012 Jun;46(6):767-73. doi: 10.1016/j.jpsychires.2012.03.008. Epub 2012 Apr 19.","Božina N","J Psychiatr Res","2012","2012/04/24","","","10.1016/j.jpsychires.2012.03.008"
"22627707","Acupuncture stimulation at HT7 alleviates depression-induced behavioral changes via regulation of the serotonin system in the prefrontal cortex of maternally-separated rat pups","Park H, Yoo D, Kwon S, Yoo TW, Park HJ, Hahm DH, Lee H, Kim ST.","J Physiol Sci. 2012 Jul;62(4):351-7. doi: 10.1007/s12576-012-0211-1. Epub 2012 May 25.","Park H","J Physiol Sci","2012","2012/05/26","PMC10717640","","10.1007/s12576-012-0211-1"
"21915913","Associations of serotonergic genes with poststroke emotional incontinence","Kim JM, Stewart R, Kang HJ, Bae KY, Kim SW, Shin IS, Kim JT, Park MS, Cho KH, Yoon JS.","Int J Geriatr Psychiatry. 2012 Aug;27(8):799-806. doi: 10.1002/gps.2787. Epub 2011 Sep 13.","Kim JM","Int J Geriatr Psychiatry","2012","2011/09/15","","","10.1002/gps.2787"
"22578205","Availability of brain serotonin transporters (5-HTT) is associated with low positive mood in healthy elderly subjects","Pae CU, Jhoo JH, Yoon IY, Kim YK, Chung S, Lee JJ, Park JH, Han JW, Kim TH, Kim SE, Kim KW.","Int J Clin Pharmacol Ther. 2012 Aug;50(8):533-9. doi: 10.5414/CP201710.","Pae CU","Int J Clin Pharmacol Ther","2012","2012/05/15","","","10.5414/CP201710"
"22134442","Body image, sexual function and depression in Korean patients with breast cancer: modification by 5-HTT polymorphism","Kim KR, Chung HC, Lee E, Kim SJ, Namkoong K.","Support Care Cancer. 2012 Sep;20(9):2177-82. doi: 10.1007/s00520-011-1329-z. Epub 2011 Dec 2.","Kim KR","Support Care Cancer","2012","2011/12/03","","","10.1007/s00520-011-1329-z"
"22243688","Serotonin transporter occupancy with TCAs and SSRIs: a PET study in patients with major depressive disorder","Lundberg J, Tiger M, Landén M, Halldin C, Farde L.","Int J Neuropsychopharmacol. 2012 Sep;15(8):1167-72. doi: 10.1017/S1461145711001945. Epub 2012 Jan 16.","Lundberg J","Int J Neuropsychopharmacol","2012","2012/01/17","PMC3409583","","10.1017/S1461145711001945"
"22692335","Symptoms at postmenopause: genetic and psychosocial factors","Aguilar-Zavala H, Pérez-Luque EL, Luna-Martínez F, Bassol-Mayagoitia S, Canto-de-Cetina T, López-Conesa M, Malacara JM.","Menopause. 2012 Oct;19(10):1140-5. doi: 10.1097/gme.0b013e3182503bde.","Aguilar-Zavala H","Menopause","2012","2012/06/14","","","10.1097/gme.0b013e3182503bde"
"22824190","Establishing a probabilistic reversal learning test in mice: evidence for the processes mediating reward-stay and punishment-shift behaviour and for their modulation by serotonin","Ineichen C, Sigrist H, Spinelli S, Lesch KP, Sautter E, Seifritz E, Pryce CR.","Neuropharmacology. 2012 Nov;63(6):1012-21. doi: 10.1016/j.neuropharm.2012.07.025. Epub 2012 Jul 21.","Ineichen C","Neuropharmacology","2012","2012/07/25","","","10.1016/j.neuropharm.2012.07.025"
"23149286","Emerging risk factors for postpartum depression: serotonin transporter genotype and omega-3 fatty acid status","Shapiro GD, Fraser WD, Séguin JR.","Can J Psychiatry. 2012 Nov;57(11):704-12. doi: 10.1177/070674371205701108.","Shapiro GD","Can J Psychiatry","2012","2012/11/15","PMC5173356","CAMS3458","10.1177/070674371205701108"
"22885912","Serotonin transporter genotype and function in relation to antidepressant response in Koreans","Myung W, Lim SW, Kim S, Kim H, Chung JW, Seo MY, Kim JW, Carroll BJ, Kim DK.","Psychopharmacology (Berl). 2013 Jan;225(2):283-90. doi: 10.1007/s00213-012-2813-y. Epub 2012 Aug 12.","Myung W","Psychopharmacology (Berl)","2013","2012/08/14","","","10.1007/s00213-012-2813-y"
"23017007","Associations between serotonin transporter polymorphisms and cognitive processing applying the Emo 1-back task","Jonassen R, Foss Haug KB, Endestad T, Bentsen H, Grimholt RM, Landrø NI.","Cogn Emot. 2013;27(3):465-73. doi: 10.1080/02699931.2012.726213. Epub 2012 Sep 27.","Jonassen R","Cogn Emot","2013","2012/09/29","","","10.1080/02699931.2012.726213"
"23099177","Long-term cognitive and neurochemical effects of ""bath salt"" designer drugs methylone and mephedrone","den Hollander B, Rozov S, Linden AM, Uusi-Oukari M, Ojanperä I, Korpi ER.","Pharmacol Biochem Behav. 2013 Jan;103(3):501-9. doi: 10.1016/j.pbb.2012.10.006. Epub 2012 Oct 22.","den Hollander B","Pharmacol Biochem Behav","2013","2012/10/27","","","10.1016/j.pbb.2012.10.006"
"23451267","Functional and structural neural network characterization of serotonin transporter knockout rats","van der Marel K, Homberg JR, Otte WM, Dijkhuizen RM.","PLoS One. 2013;8(2):e57780. doi: 10.1371/journal.pone.0057780. Epub 2013 Feb 25.","van der Marel K","PLoS One","2013","2013/03/02","PMC3581479","","10.1371/journal.pone.0057780"
"23701535","Beyond orchids and dandelions: testing the 5-HTT ""risky"" allele for evidence of phenotypic capacitance and frequency-dependent selection","Conley D, Rauscher E, Siegal ML.","Biodemography Soc Biol. 2013;59(1):37-56. doi: 10.1080/19485565.2013.774620.","Conley D","Biodemography Soc Biol","2013","2013/05/25","PMC3690663","NIHMS475620","10.1080/19485565.2013.774620"
"24286069","Association between Neurocognitive Impairment and the Short Allele of the 5-HTT Promoter Polymorphism in Depression: A Pilot Study","Kalska H, Pesonen U, Lehikoinen S, Stenberg JH, Lipsanen J, Niemi-Pynttäri J, Tuunainen A.","Psychiatry J. 2013;2013:849346. doi: 10.1155/2013/849346. Epub 2012 Dec 18.","Kalska H","Psychiatry J","2013","2013/11/29","PMC3839656","","10.1155/2013/849346"
"22884012","Influence of serotonin transporter promoter variation on the effects of separation from parent/partner on depression","Fandiño-Losada A, Wei Y, Aberg E, Sjöholm LK, Lavebratt C, Forsell Y.","J Affect Disord. 2013 Jan 25;144(3):216-24. doi: 10.1016/j.jad.2012.06.034. Epub 2012 Aug 9.","Fandiño-Losada A","J Affect Disord","2013","2012/08/14","","","10.1016/j.jad.2012.06.034"
"22992375","Administration of clomipramine to neonatal mice alters stress response behavior and serotonergic gene expressions in adult mice","Kim JW, Ahn HS, Baik JH, Yoon BJ.","J Psychopharmacol. 2013 Feb;27(2):171-80. doi: 10.1177/0269881112460107. Epub 2012 Sep 19.","Kim JW","J Psychopharmacol","2013","2012/09/21","","","10.1177/0269881112460107"
"22840631","Interaction between specific forms of childhood maltreatment and the serotonin transporter gene (5-HTT) in recurrent depressive disorder","Fisher HL, Cohen-Woods S, Hosang GM, Korszun A, Owen M, Craddock N, Craig IW, Farmer AE, McGuffin P, Uher R.","J Affect Disord. 2013 Feb 15;145(1):136-41. doi: 10.1016/j.jad.2012.05.032. Epub 2012 Jul 25.","Fisher HL","J Affect Disord","2013","2012/07/31","PMC3825663","EMS55429","10.1016/j.jad.2012.05.032"
"23232669","Sertraline exposure leads to small left heart syndrome in adult mice","Haskell SE, Hermann GM, Reinking BE, Volk KA, Peotta VA, Zhu V, Roghair RD.","Pediatr Res. 2013 Mar;73(3):286-93. doi: 10.1038/pr.2012.183. Epub 2012 Dec 11.","Haskell SE","Pediatr Res","2013","2012/12/13","PMC3607080","NIHMS447451","10.1038/pr.2012.183"
"22691454","Neuroreceptor imaging in depression","Savitz JB, Drevets WC.","Neurobiol Dis. 2013 Apr;52:49-65. doi: 10.1016/j.nbd.2012.06.001. Epub 2012 Jun 9.","Savitz JB","Neurobiol Dis","2013","2012/06/14","","","10.1016/j.nbd.2012.06.001"
"23516322","The 5-HT1A receptor and 5-HT transporter in temporal lobe epilepsy","Martinez A, Finegersh A, Cannon DM, Dustin I, Nugent A, Herscovitch P, Theodore WH.","Neurology. 2013 Apr 16;80(16):1465-71. doi: 10.1212/WNL.0b013e31828cf809. Epub 2013 Mar 20.","Martinez A","Neurology","2013","2013/03/22","PMC3662359","","10.1212/WNL.0b013e31828cf809"
"22947179","Analysis of 34 candidate genes in bupropion and placebo remission","Tiwari AK, Zai CC, Sajeev G, Arenovich T, Müller DJ, Kennedy JL.","Int J Neuropsychopharmacol. 2013 May;16(4):771-81. doi: 10.1017/S1461145712000843. Epub 2012 Sep 4.","Tiwari AK","Int J Neuropsychopharmacol","2013","2012/09/06","","","10.1017/S1461145712000843"
"23547810","Serotonin (5-HT) in the regulation of depression-related emotionality: insight from 5-HT transporter and tryptophan hydroxylase-2 knockout mouse models","Araragi N, Lesch KP.","Curr Drug Targets. 2013 May 1;14(5):549-70. doi: 10.2174/1389450111314050005.","Araragi N","Curr Drug Targets","2013","2013/04/04","","","10.2174/1389450111314050005"
"23663729","No interaction between serotonin transporter gene (5-HTTLPR) polymorphism and adversity on depression among Japanese children and adolescents","Tomoda A, Nishitani S, Matsuura N, Fujisawa TX, Kawatani J, Toyohisa D, Ono M, Shinohara K.","BMC Psychiatry. 2013 May 10;13:134. doi: 10.1186/1471-244X-13-134.","Tomoda A","BMC Psychiatry","2013","2013/05/14","PMC3653806","","10.1186/1471-244X-13-134"
"23683292","Interaction between a serotonin transporter gene promoter region polymorphism and stress predicts depressive symptoms in Chinese adolescents: a multi-wave longitudinal study","Ming QS, Zhang Y, Chai QL, Chen HY, Hou CJ, Wang MC, Wang YP, Cai L, Zhu XZ, Yi JY, Yao SQ.","BMC Psychiatry. 2013 May 17;13:142. doi: 10.1186/1471-244X-13-142.","Ming QS","BMC Psychiatry","2013","2013/05/21","PMC3666904","","10.1186/1471-244X-13-142"
"23734100","The effects of maternal depression and maternal selective serotonin reuptake inhibitor exposure on offspring","Olivier JD, Akerud H, Kaihola H, Pawluski JL, Skalkidou A, Högberg U, Sundström-Poromaa I.","Front Cell Neurosci. 2013 May 21;7:73. doi: 10.3389/fncel.2013.00073. eCollection 2013.","Olivier JD","Front Cell Neurosci","2013","2013/06/05","PMC3659337","","10.3389/fncel.2013.00073"
"23067569","Occupancy of serotonin and norepinephrine transporter by milnacipran in patients with major depressive disorder: a positron emission tomography study with [(11)C]DASB and (S,S)-[(18)F]FMeNER-D(2)","Nogami T, Takano H, Arakawa R, Ichimiya T, Fujiwara H, Kimura Y, Kodaka F, Sasaki T, Takahata K, Suzuki M, Nagashima T, Mori T, Shimada H, Fukuda H, Sekine M, Tateno A, Takahashi H, Ito H, Okubo Y, Suhara T.","Int J Neuropsychopharmacol. 2013 Jun;16(5):937-43. doi: 10.1017/S1461145712001009. Epub 2012 Oct 16.","Nogami T","Int J Neuropsychopharmacol","2013","2012/10/17","","","10.1017/S1461145712001009"
"25069243","[Childhood stress and depression]","Onoue T, Toda H, Nakai Y.","Nihon Shinkei Seishin Yakurigaku Zasshi. 2013 Jun;33(3):105-10.","Onoue T","Nihon Shinkei Seishin Yakurigaku Zasshi","2013","2014/07/30","","",""
"23558306","Stress-induced anhedonia correlates with lower hippocampal serotonin transporter protein expression","Tang M, Lei J, Sun X, Liu G, Zhao S.","Brain Res. 2013 Jun 4;1513:127-34. doi: 10.1016/j.brainres.2013.03.042. Epub 2013 Apr 1.","Tang M","Brain Res","2013","2013/04/06","","","10.1016/j.brainres.2013.03.042"
"23512949","Clinical and molecular genetics of psychotic depression","Domschke K.","Schizophr Bull. 2013 Jul;39(4):766-75. doi: 10.1093/schbul/sbt040. Epub 2013 Mar 19.","Domschke K","Schizophr Bull","2013","2013/03/21","PMC3686457","","10.1093/schbul/sbt040"
"23702040","Antidepressant-like effect of ethanol extract from Zuojin Pill, containing two herbal drugs of Rhizoma Coptidis and Fructus Evodiae, is explained by modulating the monoaminergic neurotransmitter system in mice","Wang QS, Ding SL, Mao HP, Cui YL, Qi XJ.","J Ethnopharmacol. 2013 Jul 9;148(2):603-9. doi: 10.1016/j.jep.2013.05.011. Epub 2013 May 20.","Wang QS","J Ethnopharmacol","2013","2013/05/25","","","10.1016/j.jep.2013.05.011"
"23636256","Antidepressive effect of paroxetine in a rat model: upregulating expression of serotonin and norepinephrine transporter","Qiu HM, Yang JX, Wu XH, Li N, Liu D, Wang LJ, Qin LJ, Zhou QX.","Neuroreport. 2013 Jul 10;24(10):520-5. doi: 10.1097/WNR.0b013e328362066d.","Qiu HM","Neuroreport","2013","2013/05/03","","","10.1097/WNR.0b013e328362066d"
"23813968","Plasma levels of interleukin-6 and selective serotonin reuptake inhibitor response in patients with major depressive disorder","Yoshimura R, Hori H, Ikenouchi-Sugita A, Umene-Nakano W, Katsuki A, Atake K, Nakamura J.","Hum Psychopharmacol. 2013 Sep;28(5):466-70. doi: 10.1002/hup.2333. Epub 2013 Jun 30.","Yoshimura R","Hum Psychopharmacol","2013","2013/07/02","","","10.1002/hup.2333"
"23835931","Psychosocial state after bariatric surgery is associated with the serotonin-transporter promoter polymorphism","Defrancesco M, Liebaert J, Kemmler G, Aigner F, Niederstätter H, Parson W, Kinzl JF.","Eat Weight Disord. 2013 Sep;18(3):311-6. doi: 10.1007/s40519-013-0045-8. Epub 2013 Jul 9.","Defrancesco M","Eat Weight Disord","2013","2013/07/10","","","10.1007/s40519-013-0045-8"
"24109430","Lack of serotonin reuptake during brain development alters rostral raphe-prefrontal network formation","Witteveen JS, Middelman A, van Hulten JA, Martens GJ, Homberg JR, Kolk SM.","Front Cell Neurosci. 2013 Oct 4;7:143. doi: 10.3389/fncel.2013.00143. eCollection 2013.","Witteveen JS","Front Cell Neurosci","2013","2013/10/11","PMC3790074","","10.3389/fncel.2013.00143"
"24130516","Prenatal serotonin reuptake inhibitor (SRI) antidepressant exposure and serotonin transporter promoter genotype (SLC6A4) influence executive functions at 6 years of age","Weikum WM, Brain U, Chau CM, Grunau RE, Boyce WT, Diamond A, Oberlander TF.","Front Cell Neurosci. 2013 Oct 11;7:180. doi: 10.3389/fncel.2013.00180. eCollection 2013.","Weikum WM","Front Cell Neurosci","2013","2013/10/17","PMC3795328","","10.3389/fncel.2013.00180"
"23615118","Impact of 5-HTTLPR and BDNF polymorphisms on response to sertraline versus transcranial direct current stimulation: implications for the serotonergic system","Brunoni AR, Kemp AH, Shiozawa P, Cordeiro Q, Valiengo LC, Goulart AC, Coprerski B, Lotufo PA, Brunoni D, Perez AB, Fregni F, Benseñor IM.","Eur Neuropsychopharmacol. 2013 Nov;23(11):1530-40. doi: 10.1016/j.euroneuro.2013.03.009. Epub 2013 Apr 21.","Brunoni AR","Eur Neuropsychopharmacol","2013","2013/04/26","","","10.1016/j.euroneuro.2013.03.009"
"23684859","The tricks of the trait: neural implementation of personality varies with genotype-dependent serotonin levels","Hahn T, Heinzel S, Notebaert K, Dresler T, Reif A, Lesch KP, Jakob PM, Windmann S, Fallgatter AJ.","Neuroimage. 2013 Nov 1;81:393-399. doi: 10.1016/j.neuroimage.2013.05.037. Epub 2013 May 16.","Hahn T","Neuroimage","2013","2013/05/21","","","10.1016/j.neuroimage.2013.05.037"
"23816492","Personalized medicine in Alzheimer's disease and depression","Souslova T, Marple TC, Spiekerman AM, Mohammad AA.","Contemp Clin Trials. 2013 Nov;36(2):616-23. doi: 10.1016/j.cct.2013.06.012. Epub 2013 Jun 29.","Souslova T","Contemp Clin Trials","2013","2013/07/03","","","10.1016/j.cct.2013.06.012"
"23953022","Working conditions, serotonin transporter gene polymorphism (5-HTTLPR) and anxiety disorders: a prospective cohort study","Liu B, Lavebratt C, Nordqvist T, Fandiño-Losada A, Theorell T, Forsell Y, Lundberg I.","J Affect Disord. 2013 Nov;151(2):652-659. doi: 10.1016/j.jad.2013.07.013. Epub 2013 Aug 13.","Liu B","J Affect Disord","2013","2013/08/20","","","10.1016/j.jad.2013.07.013"
