PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25498766","Human serotonin transporter availability predicts fear conditioning","Åhs F, Frick A, Furmark T, Fredrikson M.","Int J Psychophysiol. 2015 Dec;98(3 Pt 2):515-9. doi: 10.1016/j.ijpsycho.2014.12.002. Epub 2014 Dec 10.","Åhs F","Int J Psychophysiol","2015","2014/12/16","","","10.1016/j.ijpsycho.2014.12.002"
"26052039","Increased Serotonin Transporter Expression Reduces Fear and Recruitment of Parvalbumin Interneurons of the Amygdala","Bocchio M, Fucsina G, Oikonomidis L, McHugh SB, Bannerman DM, Sharp T, Capogna M.","Neuropsychopharmacology. 2015 Dec;40(13):3015-26. doi: 10.1038/npp.2015.157. Epub 2015 Jun 8.","Bocchio M","Neuropsychopharmacology","2015","2015/06/09","PMC4864439","EMS63592","10.1038/npp.2015.157"
"26561939","Relationship of the serotonin transporter gene promoter polymorphism (5-HTTLPR) genotype and serotonin transporter binding to neural processing of negative emotional stimuli","Schneck N, Miller JM, Delorenzo C, Kikuchi T, Sublette ME, Oquendo MA, Mann JJ, Parsey RV.","J Affect Disord. 2016 Jan 15;190:494-498. doi: 10.1016/j.jad.2015.10.047. Epub 2015 Nov 4.","Schneck N","J Affect Disord","2016","2015/11/13","PMC5021308","NIHMS736102","10.1016/j.jad.2015.10.047"
"26643280","Human fear acquisition deficits in relation to genetic variants of the corticotropin-releasing hormone receptor 1 and the serotonin transporter--revisited","Heitland I, Groenink L, van Gool JM, Domschke K, Reif A, Baas JM.","Genes Brain Behav. 2016 Feb;15(2):209-20. doi: 10.1111/gbb.12276. Epub 2016 Jan 18.","Heitland I","Genes Brain Behav","2016","2015/12/09","","","10.1111/gbb.12276"
"27274339","Association between serotonin transporter gene polymorphism and recurrent aphthous stomatitis","Manchanda A, Iyengar AR, Patil S.","Dent Res J (Isfahan). 2016 May-Jun;13(3):206-10. doi: 10.4103/1735-3327.182149.","Manchanda A","Dent Res J (Isfahan)","2016","2016/06/09","PMC4878203","","10.4103/1735-3327.182149"
"27303275","The Unexpected Effects of Beneficial and Adverse Social Experiences during Adolescence on Anxiety and Aggression and Their Modulation by Genotype","Meyer N, Richter SH, Schreiber RS, Kloke V, Kaiser S, Lesch KP, Sachser N.","Front Behav Neurosci. 2016 May 26;10:97. doi: 10.3389/fnbeh.2016.00097. eCollection 2016.","Meyer N","Front Behav Neurosci","2016","2016/06/16","PMC4880570","","10.3389/fnbeh.2016.00097"
"27622490","Serotonin transporter gene (5-HTT) polymorphism and major depressive disorder in patients in Bogotá, Colombia","Pérez-Olmos I, Bustamante D, Ibáñez-Pinilla M.","Biomedica. 2016 Jun 3;36(2):285-94. doi: 10.7705/biomedica.v36i3.3014.","Pérez-Olmos I","Biomedica","2016","2016/09/14","","","10.7705/biomedica.v36i3.3014"
"27176146","Correlation of 5-HTT, BDNF and NPSR1 gene polymorphisms with anxiety and depression in asthmatic patients","Yang Y, Zhao M, Zhang Y, Shen X, Yuan Y.","Int J Mol Med. 2016 Jul;38(1):65-74. doi: 10.3892/ijmm.2016.2581. Epub 2016 May 9.","Yang Y","Int J Mol Med","2016","2016/05/14","PMC4899034","","10.3892/ijmm.2016.2581"
"27145764","Influence of 5-HTT variation, childhood trauma and self-efficacy on anxiety traits: a gene-environment-coping interaction study","Schiele MA, Ziegler C, Holitschke K, Schartner C, Schmidt B, Weber H, Reif A, Romanos M, Pauli P, Zwanzger P, Deckert J, Domschke K.","J Neural Transm (Vienna). 2016 Aug;123(8):895-904. doi: 10.1007/s00702-016-1564-z. Epub 2016 May 4.","Schiele MA","J Neural Transm (Vienna)","2016","2016/05/06","","","10.1007/s00702-016-1564-z"
"29634095","VORTIOXETINE - THE NEW ANTIDEPRESSANT AGENT WITH PROCOGNITIVE PROPERTIES","Dziwota E, Olajossy M.","Acta Pol Pharm. 2016 Nov;73(6):1433-1437.","Dziwota E","Acta Pol Pharm","2016","2018/04/11","","",""
"27869229","Tetratricopeptide repeat domain 9A modulates anxiety-like behavior in female mice","Lim LW, Shrestha S, Or YZ, Tan SZ, Chung HH, Sun Y, Lim CL, Khairuddin S, Lufkin T, Lin VC.","Sci Rep. 2016 Nov 21;6:37568. doi: 10.1038/srep37568.","Lim LW","Sci Rep","2016","2016/11/22","PMC5116628","","10.1038/srep37568"
"27614969","The analysis of anxiety and mood in healthy late-reproductive-stage women with regard to hormonal and genetic factors","Jurczak A, Szkup M, Grzywacz A, Safranow K, Grochans E.","Arch Womens Ment Health. 2016 Dec;19(6):1141-1148. doi: 10.1007/s00737-016-0667-8. Epub 2016 Sep 10.","Jurczak A","Arch Womens Ment Health","2016","2016/09/12","PMC5102941","","10.1007/s00737-016-0667-8"
"28142069","Physical exercise ameliorates mood disorder-like behavior on high fat diet-induced obesity in mice","Park HS, Lee JM, Cho HS, Park SS, Kim TW.","Psychiatry Res. 2017 Apr;250:71-77. doi: 10.1016/j.psychres.2017.01.012. Epub 2017 Jan 5.","Park HS","Psychiatry Res","2017","2017/02/01","","","10.1016/j.psychres.2017.01.012"
"28867940","Genetics of generalized anxiety disorder and related traits","Gottschalk MG, Domschke K.","Dialogues Clin Neurosci. 2017 Jun;19(2):159-168. doi: 10.31887/DCNS.2017.19.2/kdomschke.","Gottschalk MG","Dialogues Clin Neurosci","2017","2017/09/05","PMC5573560","","10.31887/DCNS.2017.19.2/kdomschke"
"28670115","The influence of the serotonergic system on the personality and quality of life of postmenopausal women","Schneider-Matyka D, Jurczak A, Szkup M, Samochowiec A, Grzywacz A, Wieder-Huszla S, Grochans E.","Clin Interv Aging. 2017 Jun 13;12:963-970. doi: 10.2147/CIA.S133712. eCollection 2017.","Schneider-Matyka D","Clin Interv Aging","2017","2017/07/04","PMC5479296","","10.2147/CIA.S133712"
"28465138","A polymorphism in the 5'-flanking region of the serotonin transporter (5-HTT) gene affects fear-related behaviors of adult domestic chickens","Krause ET, Kjaer JB, Lüders C, van LP.","Behav Brain Res. 2017 Jul 14;330:92-96. doi: 10.1016/j.bbr.2017.04.051. Epub 2017 Apr 29.","Krause ET","Behav Brain Res","2017","2017/05/04","","","10.1016/j.bbr.2017.04.051"
"28629963","Environmental enrichment reduces innate anxiety with no effect on depression-like behaviour in mice lacking the serotonin transporter","Rogers J, Li S, Lanfumey L, Hannan AJ, Renoir T.","Behav Brain Res. 2017 Aug 14;332:355-361. doi: 10.1016/j.bbr.2017.06.009. Epub 2017 Jun 16.","Rogers J","Behav Brain Res","2017","2017/06/21","","","10.1016/j.bbr.2017.06.009"
"28811068","A positron emission tomography study of the serotonergic system in relation to anxiety in depression","Iscan Z, Rakesh G, Rossano S, Yang J, Zhang M, Miller J, Sullivan GM, Sharma P, McClure M, Oquendo MA, Mann JJ, Parsey RV, DeLorenzo C.","Eur Neuropsychopharmacol. 2017 Oct;27(10):1011-1021. doi: 10.1016/j.euroneuro.2017.07.009. Epub 2017 Aug 12.","Iscan Z","Eur Neuropsychopharmacol","2017","2017/08/17","PMC5623123","NIHMS899594","10.1016/j.euroneuro.2017.07.009"
"29313869","Negative social acts and pain: evidence of a workplace bullying and 5-HTT genotype interaction","Jacobsen DP, Nielsen MB, Einarsen S, Gjerstad J.","Scand J Work Environ Health. 2018 May 1;44(3):283-290. doi: 10.5271/sjweh.3704. Epub 2018 Jan 9.","Jacobsen DP","Scand J Work Environ Health","2018","2018/01/10","","","10.5271/sjweh.3704"
"29423959","Low resilience to stress is associated with candidate gene expression alterations in the dopaminergic signalling pathway","Azadmarzabadi E, Haghighatfard A, Mohammadi A.","Psychogeriatrics. 2018 May;18(3):190-201. doi: 10.1111/psyg.12312. Epub 2018 Feb 8.","Azadmarzabadi E","Psychogeriatrics","2018","2018/02/10","","","10.1111/psyg.12312"
"29927798","Influence of Serotonin Transporter SLC6A4 Genotype on the Effect of Psychosocial Stress on Cognitive Performance: An Exploratory Pilot Study","Beversdorf DQ, Carpenter AL, Alexander JK, Jenkins NT, Tilley MR, White CA, Hillier AJ, Smith RM, Gu HH.","Cogn Behav Neurol. 2018 Jun;31(2):79-85. doi: 10.1097/WNN.0000000000000153.","Beversdorf DQ","Cogn Behav Neurol","2018","2018/06/22","PMC6021134","NIHMS972907","10.1097/WNN.0000000000000153"
"30046455","Hypersensitivity to sertraline in the absence of hippocampal 5-HT(1A)R and 5-HTT gene expression changes following paternal corticosterone treatment","Rawat A, Guo J, Renoir T, Pang TY, Hannan AJ.","Environ Epigenet. 2018 Jul 19;4(2):dvy015. doi: 10.1093/eep/dvy015. eCollection 2018 Apr.","Rawat A","Environ Epigenet","2018","2018/07/27","PMC6054191","","10.1093/eep/dvy015"
"31667540","Mouse model of the human serotonin transporter-linked polymorphic region","Piszczek L, Memoli S, Raggioli A, Viosca J, Rientjes J, Hublitz P, Czaban W, Wyrzykowska A, Gross C.","Mamm Genome. 2019 Dec;30(11-12):319-328. doi: 10.1007/s00335-019-09815-2. Epub 2019 Nov 22.","Piszczek L","Mamm Genome","2019","2019/11/01","PMC6884432","","10.1007/s00335-019-09815-2"
"31849623","Differential Effects of Serotonin Transporter Genotype on Anxiety-Like Behavior and Cognitive Judgment Bias in Mice","Krakenberg V, von Kortzfleisch VT, Kaiser S, Sachser N, Richter SH.","Front Behav Neurosci. 2019 Dec 3;13:263. doi: 10.3389/fnbeh.2019.00263. eCollection 2019.","Krakenberg V","Front Behav Neurosci","2019","2019/12/19","PMC6902087","","10.3389/fnbeh.2019.00263"
"32009446","A neuroeconomic investigation of 5-HTT/5-HT1A gene variation, social anxiety, and risk-taking behavior","Stamatis CA, Engelmann JB, Ziegler C, Domschke K, Hasler G, Timpano KR.","Anxiety Stress Coping. 2020 Mar;33(2):176-192. doi: 10.1080/10615806.2020.1722597. Epub 2020 Feb 3.","Stamatis CA","Anxiety Stress Coping","2020","2020/02/04","PMC9771670","NIHMS1858984","10.1080/10615806.2020.1722597"
"32157156","An integrative analysis of 5HTT-mediated mechanism of hyperactivity to non-threatening voices","Chen C, Martínez RM, Liao TT, Chen CY, Yang CY, Cheng Y.","Commun Biol. 2020 Mar 10;3(1):113. doi: 10.1038/s42003-020-0850-3.","Chen C","Commun Biol","2020","2020/03/12","PMC7064530","","10.1038/s42003-020-0850-3"
"31868091","The behavioral and neurochemical effects of an inescapable stressor are time of day dependent","Daut RA, Ravenel JR, Watkins LR, Maier SF, Fonken LK.","Stress. 2020 Jul;23(4):405-416. doi: 10.1080/10253890.2019.1707180. Epub 2020 Jan 20.","Daut RA","Stress","2020","2019/12/24","PMC7335331","NIHMS1550221","10.1080/10253890.2019.1707180"
"32522387","DNA methylation in the 5-HTT regulatory region is associated with CO(2)-induced fear in panic disorder patients","Leibold NK, Weidner MT, Ziegler C, Ortega G, Domschke K, Lesch KP, Van den Hove DL, Schruers KR.","Eur Neuropsychopharmacol. 2020 Jul;36:154-159. doi: 10.1016/j.euroneuro.2020.04.011. Epub 2020 Jun 7.","Leibold NK","Eur Neuropsychopharmacol","2020","2020/06/12","","","10.1016/j.euroneuro.2020.04.011"
"32754089","The Multifaceted Effects of Serotonin Transporter Polymorphism (5-HTTLPR) on Anxiety, Implicit Moral Attitudes, and Harmful Behaviors","Martínez RM, Chen CY, Liao TT, Cheng Y, Fan YT, Chou SH, Chen C.","Front Psychol. 2020 Jul 10;11:1521. doi: 10.3389/fpsyg.2020.01521. eCollection 2020.","Martínez RM","Front Psychol","2020","2020/08/06","PMC7366172","","10.3389/fpsyg.2020.01521"
"32543106","Serotonin transporter gene (SLC6A4) variation and sensory processing sensitivity-Comparison with other anxiety-related temperamental dimensions","Licht CL, Mortensen EL, Hjordt LV, Stenbaek DS, Arentzen TE, Nørremølle A, Knudsen GM.","Mol Genet Genomic Med. 2020 Aug;8(8):e1352. doi: 10.1002/mgg3.1352. Epub 2020 Jun 15.","Licht CL","Mol Genet Genomic Med","2020","2020/06/17","PMC7434600","","10.1002/mgg3.1352"
"33114023","Enrichment Environment Positively Influences Depression- and Anxiety-Like Behavior in Serotonin Transporter Knockout Rats through the Modulation of Neuroplasticity, Spine, and GABAergic Markers","Sbrini G, Brivio P, Bosch K, Homberg JR, Calabrese F.","Genes (Basel). 2020 Oct 23;11(11):1248. doi: 10.3390/genes11111248.","Sbrini G","Genes (Basel)","2020","2020/10/29","PMC7690660","","10.3390/genes11111248"
"31852378","Affective temperaments (TEMPS-A) in panic disorder and healthy probands: Genetic modulation by 5-HTT variation","Schiele MA, Herzog K, Kollert L, Böhnlein J, Repple J, Rosenkranz K, Leehr EJ, Ziegler C, Lueken U, Dannlowski U, Pauli P, Arolt V, Zwanzger P, Deckert J, Erfurth A, Domschke K.","World J Biol Psychiatry. 2020 Dec;21(10):790-796. doi: 10.1080/15622975.2019.1705999. Epub 2020 Jan 31.","Schiele MA","World J Biol Psychiatry","2020","2019/12/20","","","10.1080/15622975.2019.1705999"
"32556264","Promoter Activity-Based Case-Control Association Study on SLC6A4 Highlighting Hypermethylation and Altered Amygdala Volume in Male Patients With Schizophrenia","Ikegame T, Bundo M, Okada N, Murata Y, Koike S, Sugawara H, Saito T, Ikeda M, Owada K, Fukunaga M, Yamashita F, Koshiyama D, Natsubori T, Iwashiro N, Asai T, Yoshikawa A, Nishimura F, Kawamura Y, Ishigooka J, Kakiuchi C, Sasaki T, Abe O, Hashimoto R, Iwata N, Yamasue H, Kato T, Kasai K, Iwamoto K.","Schizophr Bull. 2020 Dec 1;46(6):1577-1586. doi: 10.1093/schbul/sbaa075.","Ikegame T","Schizophr Bull","2020","2020/06/20","PMC7846196","","10.1093/schbul/sbaa075"
"33414390","Knockout serotonin transporter in rats moderates outcome and stimulus generalization","Guo CC, He T, Grandjean J, Homberg J.","Transl Psychiatry. 2021 Jan 7;11(1):25. doi: 10.1038/s41398-020-01162-0.","Guo CC","Transl Psychiatry","2021","2021/01/08","PMC7791109","","10.1038/s41398-020-01162-0"
"33584798","Genetic and Epigenetic Consequence of Early-Life Social Stress on Depression: Role of Serotonin-Associated Genes","Soga T, Teo CH, Parhar I.","Front Genet. 2021 Jan 22;11:601868. doi: 10.3389/fgene.2020.601868. eCollection 2020.","Soga T","Front Genet","2021","2021/02/15","PMC7874148","","10.3389/fgene.2020.601868"
"33606835","Serotonin transporter genotype modulates resting state and predator stress-induced amygdala perfusion in mice in a sex-dependent manner","Kolter JF, Hildenbrand MF, Popp S, Nauroth S, Bankmann J, Rother L, Waider J, Deckert J, Asan E, Jakob PM, Lesch KP, Schmitt-Böhrer A.","PLoS One. 2021 Feb 19;16(2):e0247311. doi: 10.1371/journal.pone.0247311. eCollection 2021.","Kolter JF","PLoS One","2021","2021/02/19","PMC7895400","","10.1371/journal.pone.0247311"
"33058370","The interaction of 5-HTT variation, recent stress, and resilience on current anxiety levels in adolescents and young adults from the general population","Ollmann TM, Voss C, Venz J, Seidl E, Hoyer J, Kische H, Pieper L, Schiele MA, Domschke K, Beesdo-Baum K.","Depress Anxiety. 2021 Mar;38(3):318-327. doi: 10.1002/da.23101. Epub 2020 Oct 14.","Ollmann TM","Depress Anxiety","2021","2020/10/15","","","10.1002/da.23101"
"33833356","Adolescent fluoxetine treatment mediates a persistent anxiety-like outcome in female C57BL/6 mice that is ameliorated by fluoxetine re-exposure in adulthood","Flores-Ramirez FJ, Themann A, Sierra-Fonseca JA, Garcia-Carachure I, Castillo SA, Rodriguez M, Lira O, Preciado-Piña J, Warren BL, Robison AJ, Iñiguez SD.","Sci Rep. 2021 Apr 8;11(1):7758. doi: 10.1038/s41598-021-87378-6.","Flores-Ramirez FJ","Sci Rep","2021","2021/04/09","PMC8032660","","10.1038/s41598-021-87378-6"
"33980291","Serotonergic gene-to-gene interaction is associated with mood and GABA concentrations but not with pain-related cerebral processing in fibromyalgia subjects and healthy controls","Ellerbrock I, Sandström A, Tour J, Fanton S, Kadetoff D, Schalling M, Jensen KB, Sitnikov R, Kosek E.","Mol Brain. 2021 May 12;14(1):81. doi: 10.1186/s13041-021-00789-4.","Ellerbrock I","Mol Brain","2021","2021/05/13","PMC8117625","","10.1186/s13041-021-00789-4"
"32800867","Reduced emission of alarm 22-kHz ultrasonic vocalizations during fear conditioning in rats lacking the serotonin transporter","Willadsen M, Uengoer M, Schwarting RKW, Homberg JR, Wöhr M.","Prog Neuropsychopharmacol Biol Psychiatry. 2021 Jun 8;108:110072. doi: 10.1016/j.pnpbp.2020.110072. Epub 2020 Aug 12.","Willadsen M","Prog Neuropsychopharmacol Biol Psychiatry","2021","2020/08/18","","","10.1016/j.pnpbp.2020.110072"
"34209318","Fear Extinction and Predictive Trait-Like Inter-Individual Differences in Rats Lacking the Serotonin Transporter","Willadsen M, Üngör M, Sługocka A, Schwarting RKW, Homberg JR, Wöhr M.","Int J Mol Sci. 2021 Jun 30;22(13):7088. doi: 10.3390/ijms22137088.","Willadsen M","Int J Mol Sci","2021","2021/07/02","PMC8268876","","10.3390/ijms22137088"
"34300270","5-HTT Deficiency in Male Mice Affects Healing and Behavior after Myocardial Infarction","Popp S, Schmitt-Böhrer A, Langer S, Hofmann U, Hommers L, Schuh K, Frantz S, Lesch KP, Frey A.","J Clin Med. 2021 Jul 14;10(14):3104. doi: 10.3390/jcm10143104.","Popp S","J Clin Med","2021","2021/07/24","PMC8308004","","10.3390/jcm10143104"
"34856753","Association of COMT, BDNF and 5-HTT functional polymorphisms with personality characteristics","Tommasi M, Sergi MR, Konstantinidou F, Franzago M, Pesce M, Fratta I, Grilli A, Stuppia L, Picconi L, Saggino A, Gatta V.","Front Biosci (Landmark Ed). 2021 Nov 30;26(11):1064-1074. doi: 10.52586/5009.","Tommasi M","Front Biosci (Landmark Ed)","2021","2021/12/03","","","10.52586/5009"
"34838579","Role of the cAMP-PKA-CREB-BDNF pathway in abnormal behaviours of serotonin transporter knockout mice","Wang X, Wang K, Wu X, Huang W, Yang L.","Behav Brain Res. 2022 Feb 15;419:113681. doi: 10.1016/j.bbr.2021.113681. Epub 2021 Nov 24.","Wang X","Behav Brain Res","2022","2021/11/28","","","10.1016/j.bbr.2021.113681"
"35246765","5-HTT genotype and inertia of negative affect in adolescents and young adults from the general population","Ollmann TM, Seidl E, Venz J, Pieper L, Voss C, Hoyer J, Kische H, Poppenhäger SR, Schiele MA, Domschke K, Beesdo-Baum K.","J Neural Transm (Vienna). 2022 Mar;129(3):343-351. doi: 10.1007/s00702-022-02459-8. Epub 2022 Mar 4.","Ollmann TM","J Neural Transm (Vienna)","2022","2022/03/05","PMC8930868","","10.1007/s00702-022-02459-8"
"35396540","Interaction effects of the 5-HTT and MAOA-uVNTR gene variants on pre-attentive EEG activity in response to threatening voices","Martínez RM, Liao TT, Fan YT, Chen YC, Chen C.","Commun Biol. 2022 Apr 8;5(1):340. doi: 10.1038/s42003-022-03297-w.","Martínez RM","Commun Biol","2022","2022/04/09","PMC8993814","","10.1038/s42003-022-03297-w"
"36710954","Behavioral lateralization of mice varying in serotonin transporter genotype","Stieger B, Wesseler Y, Kaiser S, Sachser N, Richter SH.","Front Behav Neurosci. 2023 Jan 11;16:1095567. doi: 10.3389/fnbeh.2022.1095567. eCollection 2022.","Stieger B","Front Behav Neurosci","2023","2023/01/30","PMC9875089","","10.3389/fnbeh.2022.1095567"
"36991468","Behavioral phenotype, intestinal microbiome, and brain neuronal activity of male serotonin transporter knockout mice","Shoji H, Ikeda K, Miyakawa T.","Mol Brain. 2023 Mar 29;16(1):32. doi: 10.1186/s13041-023-01020-2.","Shoji H","Mol Brain","2023","2023/03/29","PMC10061809","","10.1186/s13041-023-01020-2"
"37626553","The Role of Serotonin in Fear Learning and Memory: A Systematic Review of Human Studies","Tortora F, Hadipour AL, Battaglia S, Falzone A, Avenanti A, Vicario CM.","Brain Sci. 2023 Aug 12;13(8):1197. doi: 10.3390/brainsci13081197.","Tortora F","Brain Sci","2023","2023/08/26","PMC10452575","","10.3390/brainsci13081197"
"37947344","Modulation of functional networks related to the serotonin neurotransmitter system by citalopram: Evidence from a multimodal neuroimaging study","Boucherie DE, Reneman L, Booij J, Martins D, Dipasquale O, Schrantee A.","J Psychopharmacol. 2023 Dec;37(12):1209-1217. doi: 10.1177/02698811231211154. Epub 2023 Nov 10.","Boucherie DE","J Psychopharmacol","2023","2023/11/10","PMC10714691","","10.1177/02698811231211154"
"38220097","Offspring's own serotonin transporter genotype, independently from the maternal one, increases anxiety- and depression-like behavior and alters neuroplasticity markers in rats","Sun M, Brivio P, Shan L, Docq S, Heltzel LCMW, Smits CAJ, Middelman A, Vrooman R, Spoelder M, Verheij MMM, Buitelaar JK, Boillot M, Calabrese F, Homberg JR, Hanswijk SI.","J Affect Disord. 2024 Apr 1;350:89-101. doi: 10.1016/j.jad.2024.01.114. Epub 2024 Jan 12.","Sun M","J Affect Disord","2024","2024/01/14","","","10.1016/j.jad.2024.01.114"
"38802956","No association between peripheral serotonin-gene-related DNA methylation and brain serotonin neurotransmission in the healthy and depressed state","Bruzzone SEP, Ozenne B, Fisher PM, Ortega G, Jensen PS, Dam VH, Svarer C, Knudsen GM, Lesch KP, Frokjaer VG.","Clin Epigenetics. 2024 May 27;16(1):71. doi: 10.1186/s13148-024-01678-y.","Bruzzone SEP","Clin Epigenetics","2024","2024/05/27","PMC11131311","","10.1186/s13148-024-01678-y"
